armiger,image_url,blazon,artist,date
Padasjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Padasjoki.vaakuna.svg/120px-Padasjoki.vaakuna.svg.png,"Punaisessa kentässä pata, jonka alapuolella aaltokoroinen hirsi; kumpikin hopeaa.",Olof Eriksson,1956-07-17
Paimio,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Paimio_vaakuna.svg/75px-Paimio_vaakuna.svg.png,"Punaisessa, kulta-apilasirotteisessa kentässä hopeinen napakaira.",Ahti Hammar,1953-09-12
Paltamo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Paltamo.vaakuna.svg/75px-Paltamo.vaakuna.svg.png,"Kultakentässä hirsittäin, alatusten, kolme mustaa tervavenettä tynnyreineen.",Gustaf von Numers,1953-09-19
Parainen,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Nagu.vapen.Nauvo.vaakuna.svg/75px-Nagu.vapen.Nauvo.vaakuna.svg.png,"Punaisessa kentässä hopeinen, kultakruunuinen ankkuri.",Gustaf von Numers,2009-04-28
Parikkala,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Parikkala.vaakuna.svg/75px-Parikkala.vaakuna.svg.png,Hopeisella kilvellä musta linnakekoroinen vastapieli ja kolme punaista pykäläristiä paaluttain.,Seppo Siitonen,2005-01-01
Parkano,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Parkano.vaakuna.svg/75px-Parkano.vaakuna.svg.png,"Sinisessä kentässä aaltokoroinen kultahirsi ja sen päällikkeenä pystyssä kultainen mänty, jonka kuoritut kyljet ovat hopeiset; saatteena männyn latvan kummallakin puolella seitsensakarainen hopeatähti.",Germund Paaer,1950-10-14
Pedersören kunta,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Peders%C3%B6re.vaakuna.svg/75px-Peders%C3%B6re.vaakuna.svg.png,Punaisessa kentässä kolmen naularistin ympäröimä ohrantähkä; kaikki kultaa.,Bo Aurén,1984-04-09
Pelkosenniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Pelkosenniemi.vaakuna.svg/75px-Pelkosenniemi.vaakuna.svg.png,Hopeakentässä sininen naularisti ja sen alapuolella sini-hopeakatkoinen kolmoisvuori.,Ahti Hammar,1960-03-24
Pello,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Pellon_vaakuna.svg/120px-Pellon_vaakuna.svg.png,Sinisessä kentässä kolmoisvuori ja sen yläpuolella kolme kuusisakaraista tähteä asetettuina 1 + 2; kaikki hopeaa.,Olof Eriksson,1952-05-30
Perho,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Perho.vaakuna.svg/75px-Perho.vaakuna.svg.png,"Mustassa kentässä kultainen perhonen, jonka yläpuolella saatteena hopeinen naularisti.",Gustaf von Numers,1953-03-06
Petäjävesi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Pet%C3%A4j%C3%A4vesi.vaakuna.svg/75px-Pet%C3%A4j%C3%A4vesi.vaakuna.svg.png,Hopeakentässä punaisen aaltokoroisen tyviön yläpuolella musta petäjä.,Olof Eriksson,1963-02-12
Pieksämäki,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Pieks%C3%A4m%C3%A4ki.vaakuna.svg/75px-Pieks%C3%A4m%C3%A4ki.vaakuna.svg.png,"Mustassa kentässä kolme hirsittäistä, hopeasulkaista kultavasamaa alatusten.",Ahti Hammar,2007-01-01
Pielavesi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Pielavesi.vaakuna.svg/75px-Pielavesi.vaakuna.svg.png,"Mustassa kentässä kaksi paaluittaista hopeista tuohitorvea selätysten, saatteena niiden yläkulmassa ja kummallakin sivulla kultainen naulakantainen apilaristi.",Ahti Hammarja Niilo Toikkanen,1954-01-23
Pietarsaari,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Pietarsaari.vaakuna.svg/75px-Pietarsaari.vaakuna.svg.png,"Kultakentässä sininen, aaltokoroinen tyviö, josta nousee punainen torni; tornista nousee sininen, punavaruksinen leijona, päässään punainen kruunu, häntä kaksihaarainen; leijona pitää oikeassa kämmenessään sinistä, punakahvaista iskuun kohotettua miekkaa.",Gustaf von Numers(piirtänyt uudelleen),1957-12-28
Pihtipudas,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Pihtipudas.vaakuna.svg/75px-Pihtipudas.vaakuna.svg.png,Hopeaan ja mustaan nelitahkoisen kilven toisessa ja kolmannessa kentässä hopeiset nuolenkärjet.,Olof Eriksson,1961-10-16
Pirkkala,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Pirkkala.vaakuna.svg/75px-Pirkkala.vaakuna.svg.png,Kilpi halkoinen ja turkiskorokatkoinen hopea-punainen.,Gustaf von Numers,1951-11-28
Polvijärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Polvij%C3%A4rvi.vaakuna.svg/120px-Polvij%C3%A4rvi.vaakuna.svg.png,"Hopeakentässä punainen polviorsi, jossa kolme hopeista, lentävää hanhea hirsittäin.",Ahti Hammar,1953-09-10
Pomarkku,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Pomarkku.vaakuna.svg/75px-Pomarkku.vaakuna.svg.png,"Kultakentässä sininen, sahakoroinen lakio; viisi sakaraa ylöspäin.",Gustaf von Numers,1962-12-18
Pori,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Porin_vaakuna.svg/75px-Porin_vaakuna.svg.png,"Kullanvärisessä kilvessä edestäpäin punaisella ritarikruunulla varustettu musta karhunpää punainen kieli ojossa. Kilven alapuolta ympäröi sininen nauha, jossa hopeakirjaimin on lause «Deus protector noster«.","Eric O. W. Ehrström, uudelleen piirtänytOlof Eriksson",1931-12-11
Pornainen,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pornainen.vaakuna.svg/120px-Pornainen.vaakuna.svg.png,"Sinisessä kentässä kultainen kirkonkello, jonka kummallakin puolella saatteena kultainen, hopealankainen värttinä.",Gustaf von Numers,1952-03-12
Porvoo,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Porvoo.vaakuna.svg/75px-Porvoo.vaakuna.svg.png,"Sinisessä kentässä hopeinen, tulusraudanmuotoinen C-kirjain.",Gustaf von Numers(piirtänyt uudelleen),1960-06-01
Posio,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Posio.vaakuna.svg/75px-Posio.vaakuna.svg.png,Mustassa kentässä kolme hopeista kotaa ryhmitettyinä 2 + 1; oviaukot punaiset.,Gustaf von Numers,1958-05-12
Pudasjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Pudasjarvi.vaakuna.svg/75px-Pudasjarvi.vaakuna.svg.png,"Kultakentässä musta, kävelevä, punavaruksinen karhu, jonka yläpuolella musta, kuusikoroinen lakio, jossa Otavan seitsentähtinen tähtikuvio; kukin tähti kultaa, viisisakarainen.",Gustaf von Numers,1950-09-26
Pukkila,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Pukkila.vaakuna.svg/75px-Pukkila.vaakuna.svg.png,Sinisessä kentässä hopeinen pukinpää.,Olof Eriksson,1954-12-29
Punkalaidun,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Punkalaidun.vaakuna.svg/75px-Punkalaidun.vaakuna.svg.png,"Sinisessä kentässä tyviö, jolla kilven reunasta toiseen ulottuva riukuaita; molemmat kultaa.",Gustaf von Numers,1961-06-26
Puolanka,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Puolanka.vaakuna.svg/75px-Puolanka.vaakuna.svg.png,"Mustassa kentässä kolme karjankelloa asetettuina 2:1, yläpuolella kuusikoroinen lakio; kaikki kultaa.",Aake Kaarnama,1962-08-29
Puumala,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Puumala.vaakuna.svg/120px-Puumala.vaakuna.svg.png,"Mustassa kilvessä kolme kilventyvestä kohoavaa hopeista sudenhammasta, joissa mustat, punaliekkiset kranaatit.",Tapio Vallioja,1963-04-18
Pyhtää,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Pyht%C3%A4%C3%A4.vaakuna.svg/120px-Pyht%C3%A4%C3%A4.vaakuna.svg.png,"Mustassa kentässä kaksi hopeista punavaruksista lohta ristikkäin, saatteena kussakin kulmassa hopeinen kreikkalainen risti.",Ahti Hammar,1951-09-14
Pyhäjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Pyh%C3%A4joki.vaakuna.svg/75px-Pyh%C3%A4joki.vaakuna.svg.png,"Sinisessä kentässä hopeinen kultavaruksinen hanhi, jonka alapuolella kultainen kruunu ja risti alakkain.",Olof Eriksson,1965-09-22
Pyhäjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Pyh%C3%A4j%C3%A4rvi.vaakuna.svg/75px-Pyh%C3%A4j%C3%A4rvi.vaakuna.svg.png,"Sinisessä kentässä nouseva kärjestä teroitettu rajapaalu, jonka saatteena kummallakin puolella naularisti; kaikki hopeaa.",Ahti Hammar,1958-03-26
Pyhäntä,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Pyh%C3%A4nt%C3%A4.vaakuna.svg/120px-Pyh%C3%A4nt%C3%A4.vaakuna.svg.png,"Punaisessa kentässä on kolme alaista hirttä, joiden päällikkeenä on viisi tyvestä nousevaa suippokärkistä paalua; kaikki hopeaa.",Kaj Kajander,1969-07-11
Pyhäranta,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Pyh%C3%A4ranta_vaakuna.svg/75px-Pyh%C3%A4ranta_vaakuna.svg.png,"Punaisessa kentässä kultainen apilaristi, jonka alaosa muodostaa ankkurin.",Olof Eriksson,1956-05-03
Pälkäne,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/P%C3%A4lk%C3%A4ne_uusi.svg/75px-P%C3%A4lk%C3%A4ne_uusi.svg.png,"Sinisessä kentässä hopeinen, kultaemiöinen lumpeenkukka.",Gustaf von Numers,2007-01-01
Pöytyä,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/P%C3%B6yty%C3%A4n_vaakuna.svg/75px-P%C3%B6yty%C3%A4n_vaakuna.svg.png,"Punaisessa kentässä kultainen lyhde, jonka päällikkeenä hopeinen orsivaaka.",Olof Eriksson,1955-09-15
Raahe,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Raahe.vaakuna.svg/120px-Raahe.vaakuna.svg.png,"Punaisessa kentässä alaisen aaltokoroisen hopeatyviön - josta nousee kultainen kummeli (merimerkki) - yläpuolella ryntäävän hevosen selässä istuva haarniskoitu ratsumies, jolla oikeassa kädessään viirillä varustettu peitsi, kaikki muut hopeaa paitsi kypärän kruunu ja silmikko sekä viiri, suitset, satulaloimi ja kannukset kultaa.",Olof Eriksson(vanhan vaakunan pohjalta),1963-09-24
Raasepori,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Raasepori.vaakuna.svg/75px-Raasepori.vaakuna.svg.png,Vihreällä kilvellä kahdeksan hopeista kultaemiöistä valkovuokonkukkaa renkaan tavoin.,Henrik Strömberg,2009-01-01
Raisio,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Raisio.vaakuna.svg/75px-Raisio.vaakuna.svg.png,"Hopeakentässä punaisella hevosella ratsastava Pyhä Martti leikkaamassa miekallaan kappaletta viitastaan. Pyhimyksen kasvot ja kädet luonnonväriä, puku sininen, viitta ja saappaat punaiset, miekka hopeaa sekä sädekehä ja tukka kultaa. Hevosen varustus ja varukset kultaa.",Olof Eriksson,1954-04-23
Rantasalmi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Rantasalmi.vaakuna.svg/75px-Rantasalmi.vaakuna.svg.png,"Kultakentässä musta, aaltokorkoinen palkki.",Ahti Hammar,1958-10-01
Ranua,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Ranua.vaakuna.svg/120px-Ranua.vaakuna.svg.png,"Vihreässä kentässä alainen aaltokoroinen hirsi, jonka yläpuolella justeerisaha; kaikki hopeaa.",Olof Eriksson,1959-11-23
Rauma,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Rauma.vaakuna.svg/75px-Rauma.vaakuna.svg.png,"Kultaisen latinalaisen ristin jakamassa sinisessä kilvessä neljä minuskeli r-kirjainta, yksi kussakin neljässä kentässä.",Carolus Lindberg(piirtänyt uudelleen),1942-09-11
Rautalampi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rautalampi.vaakuna.svg/120px-Rautalampi.vaakuna.svg.png,"Aaltokoroisesti kahdesti lohkoinen musta-, hopea- ja punakenttäinen kilpi; kummassakin värikentässä hopeinen raudanmerkki.",Ahti Hammar,1959-03-19
Rautavaara,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Rautavaara.vaakuna.svg/75px-Rautavaara.vaakuna.svg.png,"Mustassa kentässä kolmoisvuori, jonka yläpuolella kaksi kirvestä vinoristikkäin, kaikki hopeaa; vuoressa punainen raudanmerkki.",Olof Eriksson,1954-01-05
Rautjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Rautj%C3%A4rvi.vaakuna.svg/120px-Rautj%C3%A4rvi.vaakuna.svg.png,"Sinisessä kentässä hopeinen raudanmerkki, jonka yläpuolella hopeinen, kuusikoroinen lakio.",Erkki Paakkinen,1961-06-26
Reisjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Reisj%C3%A4rvi.vaakuna.svg/75px-Reisj%C3%A4rvi.vaakuna.svg.png,"Sinisessä kentässä hopeinen, viisihaarainen atraimen terä.",Gustaf von Numers,1952-11-03
Riihimäki,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Riihim%C3%A4ki.vaakuna.svg/75px-Riihim%C3%A4ki.vaakuna.svg.png,"Kultaisen vyön jakama kilpi, jonka hopeisessa yläkentässä on seitsemän ylöspäin nousevaa punaista tulenliekkiä ja punaisessa alakentässä kultainen lyhde.",Arttu Brummer,1947-08-15
Ristijärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Ristijarvi.vaakuna.svg/120px-Ristijarvi.vaakuna.svg.png,Sinisessä kentässä aaltokuvioinen hopeatyviö ja sen yläpuolella hopeinen havuristi.,A. Liuksiala,1959-11-23
Rovaniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Rovaniemi.vaakuna.svg/120px-Rovaniemi.vaakuna.svg.png,"Vihreässä kentässä hopeinen haaruristi, jonka ylähaarat salamakoroiset, saatteena yläkulmassa kultainen liekki.",Toivo Vuorela,2006-01-01
Ruokolahti,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Ruokolahti.vaakuna.svg/75px-Ruokolahti.vaakuna.svg.png,"Sinisessä kentässä aaltokoroinen tyviö, josta nousee kolme järviruokoa; kaikki hopeaa.",Gustaf von Numers,1951-09-11
Ruovesi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Ruovesi.vaakuna.svg/120px-Ruovesi.vaakuna.svg.png,"Punaisessa kentässä kolme hopeista lahnaa asennossa 2 + 1, hopeisessa lakiossa punainen kirkkovene.",Eino Halén,1959-11-23
Rusko,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Vahto.vaakuna.svg/75px-Vahto.vaakuna.svg.png,Punaisessa kentässä kolme kruunattua viikatteen terää alakkain; kaikki kultaa.,Olof Eriksson,2009-01-01
Rääkkylä,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/R%C3%A4%C3%A4kkyl%C3%A4.vaakuna.svg/120px-R%C3%A4%C3%A4kkyl%C3%A4.vaakuna.svg.png,"Punaisessa kentässä kaksi mustaa kekälettä ristikkäin, liekit hopeaa.",Gustaf von Numers,1956-05-03
Saarijärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Saarij%C3%A4rvi.vaakuna.svg/75px-Saarij%C3%A4rvi.vaakuna.svg.png,"Hopeakentässä kolme yläreunoiltaan sahakoroista hirttä, joista keskimmäinen punainen, toiset mustia.",Ahti Hammar,1954-09-14
Salla,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Salla.vaakuna.svg/120px-Salla.vaakuna.svg.png,Sinisessä kentässä hopeinen kaarihirsi.,Kaj Kajander,1961-04-21
Salo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Halikko_vaakuna.svg/75px-Halikko_vaakuna.svg.png,"Punaisessa kentässä kultatammi ja sakarakoroinen kultalakio, jossa musta sarvi.",Olof Eriksson,2009-01-01
Saltvik,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Saltvik.vaakuna.svg/75px-Saltvik.vaakuna.svg.png,"Kilpi alaisen harjakoron jakama punaiseen ja kultaan, punaisessa kentässä kaksi kultaliljaa vieretysten.",Matts Dreijer,1952-04-09
Sastamala,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Karkku.vaakuna.svg/120px-Karkku.vaakuna.svg.png,"Sinisessä kentässä kultainen, ulkoreunaltaan ristikoroinen vihkiristi.",Lauri Ahlgrén,2009-01-01
Sauvo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sauvo.vaakuna.svg/75px-Sauvo.vaakuna.svg.png,"Kultakentässä seisova naakka, saatteena kummallakin puolellaan kuusikärkinen kannustähti keskenään vastapalkeittain; kaikki mustia.",Ahti Hammar,1957-03-04
Savitaipale,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Savitaipale.vaakuna.svg/75px-Savitaipale.vaakuna.svg.png,"Mustassa kentässä sorkka-aura ja sen yläpuolella vallikoroinen lakio, kaikki kultaa.",Viljo Savikurki,1953-03-03
Savonlinna,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Savonlinna.vaakuna.svg/75px-Savonlinna.vaakuna.svg.png,"Sinisessä kentässä kultainen kolmitorninen linna, sen alapuolella hopeinen, alainen, aaltokoroinen hirsi, jonka alapuolelle jää musta tyviö, jossa pystyssä viritetty kultainen jousi; jousen jänne, nuolen kärki ja sulitettu pyrstö hopeaa.",Savonlinnan kaupungin Taideteollinen KorkeakouluCarolus Lindberginehdotuksen (1938) pohjalta,1989-04-04
Savukoski,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Savukoski.vaakuna.svg/75px-Savukoski.vaakuna.svg.png,Mustassa kentässä kultainen patsasaitta.,Heikki Paaer,1957-04-17
Seinäjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Sein%C3%A4joki.vaakuna.svg/75px-Sein%C3%A4joki.vaakuna.svg.png,Hopeisessa kilvessä sininen reunasta reunaan ulottuva sakaraharjainen ja juurestaan aaltokoroinen muuri.,Olof Eriksson,1951-05-16
Sievi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Sievi.vaakuna.svg/75px-Sievi.vaakuna.svg.png,Vihreässä kentässä apilakoroinen lakio (yliskenttä) ja aaltokoroinen hirsi; molemmat kultaa.,Gustaf von Numers,1950-05-30
Siikainen,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Siikainen.vaakuna.svg/120px-Siikainen.vaakuna.svg.png,"Sinisessä kentässä palkeittain asetettu, hyppäävä, hopeinen, punavaruksinen siika ja sen molemmin puolin saatteena seitsenkärkinen hopeatähti.",Pentti Vakkamaa,1952-08-05
Siikajoki,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Siikajoki.vaakuna.2007svg/120px-Siikajoki.vaakuna.2007svg.png,"Sinisellä kilvellä yläreunaltaan sahakoroinen ja alareunaltaan aaltokoroinen hirsi, jonka yläpuolella kolme kuusisakaraista tähteä rinnakkain ja alapuolella siika, kaikki hopeaa.","Ruukin ja Siikajoen kunnanvaltuustot, Kaisu Tuomi, Tommi Lepojärvi ja Pekka Tuokila",2007-01-01
Siikalatva,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Siikalatva.vaakuna.svg/75px-Siikalatva.vaakuna.svg.png,Sinisellä kilvellä aaltokoroinen tyviö ja neljä lentävää joutsenta palkittain; kaikki hopeaa.,Mikko Savolampi,2009-01-01
Siilinjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Siilinj%C3%A4rvi.vaakuna.svg/75px-Siilinj%C3%A4rvi.vaakuna.svg.png,"Mustassa kentässä kaksi kassaraa (vesuria) vinoristikkäin, niiden alapuolella saatteena vesilehvä; kaikki kultaa.",Olof Eriksson,1956-07-17
Simo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Simo.vaakuna.svg/75px-Simo.vaakuna.svg.png,Sinisessä kentässä neljä hopeista lohenpyrstöä asetettuina ristin tapaan.,Olof Eriksson,1957-02-27
Sipoo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Sipoo.vaakuna.svg/120px-Sipoo.vaakuna.svg.png,"Mustassa kentässä aaltokoroinen, alainen hirsi ja yläpuolella sudenpää; kaikki hopeaa.",Olof Eriksson,1955-02-25
Siuntio,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Siuntio.vaakuna.svg/120px-Siuntio.vaakuna.svg.png,"Sinisessä kentässä hirsittäin asetettu kultainen avain, jonka kieli muodostaa ristin ja perä on neliapilan muotoinen, kahden aaltokoroisen hopeahirren välissä.",A. W. Rancken,1950-04-22
Sodankylä,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Sodankyla.vaakuna.svg/120px-Sodankyla.vaakuna.svg.png,"Mustassa kentässä alainen hopeinen hirsi, jossa yläreunastaan liekkikoroinen punainen varras, hirren yläpuolella hopeinen 6-sakarainen tähti.",Aarno Liuksiala,1960-03-24
Soini,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Soini.vaakuna.svg/75px-Soini.vaakuna.svg.png,"Punaisessa kentässä alainen, aaltokoroinen hirsi, jonka yläpuolella kruunu; kaikki kultaa.",Kaj Kajander,1962-08-29
Somero,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Somero.vaakuna.svg/120px-Somero.vaakuna.svg.png,"Hopeisessa kentässä musta havupuun kanto, josta punaiset, kultasydämiset liekit nousevat ylös ja sivuille.",Ahti Hammar,1950-05-30
Sonkajärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Sonkaj%C3%A4rvi.vaakuna.svg/120px-Sonkaj%C3%A4rvi.vaakuna.svg.png,"Mustassa kentässä kultainen myllynratas, josta nousee viisi kultapunaista liekkiä.",Ahti Hammar,1954-10-15
Sotkamo,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Sotkamo.vaakuna.svg/75px-Sotkamo.vaakuna.svg.png,"Hopeakentässä sininen, yläreunaltaan kaarikoroinen hirsi.",Toivo Vuorela,1962-06-09
Sottunga,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Sottunga.vaakuna.svg/75px-Sottunga.vaakuna.svg.png,"Sinisessä kentässä vene kahden aaltonauhan yläpuolella; kaikki kultaa paitsi maston huipussa punainen, kolmikielekkeinen lippu.",Matts Dreijer,1952-03-27
Sulkava,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Sulkava.vaakuna.svg/75px-Sulkava.vaakuna.svg.png,"Mustassa kentässä reunasta toiseen ulottuva, hopeinen yksikaarinen kivisilta, jonka saatteena kultaiset männynkävyt, kolme yläpuolella, yksi alapuolella, kannat ylöspäin.",Gustaf von Numers,1953-09-23
Sund,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Sund.vaakuna.svg/75px-Sund.vaakuna.svg.png,"Punaisessa kentässä sakarainen, tornilla varustettu kultainen harjamuuri; harjalla kultainen viiri.",Matts Dreijer,1951-12-19
Suomussalmi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Suomussalmi.vaakuna.svg/75px-Suomussalmi.vaakuna.svg.png,"Mustassa kentässä neljä hopealipuketta ryhmitettyinä 1 + 2 + 1, kustakin nousee kultainen liekki.",Gustaf von Numers,1966-09-21
Suonenjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Suonenjoki_coat_of_arms.svg/75px-Suonenjoki_coat_of_arms.svg.png,"Mustassa kentässä renkaan ympäröimä mansikanlehti, molemmat kultaa.",Gustaf von Numers,1964-01-02
Sysmä,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Sysm%C3%A4.vaakuna.svg/120px-Sysm%C3%A4.vaakuna.svg.png,"Mustassa kentässä nuolikotelo, jossa kolme nuolta; kaikki hopeaa; nuolikotelon keskellä punainen pienoiskilpi ja siinä pystyssä hopeapiilu.",Ahti Hammar,1954-02-11
Säkylä,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/K%C3%B6yli%C3%B6.vaakuna.svg/75px-K%C3%B6yli%C3%B6.vaakuna.svg.png,"Sinisessä kentässä punainen, kultapäärmeinen piispanhiippa, alapuolella aaltokoroinen kultatyviö, jossa sininen kirves.",Into Linturija Yrjö Rintala,2016-01-01
Taipalsaari,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Taipalsaari.vaakuna.svg/120px-Taipalsaari.vaakuna.svg.png,Punaisessa kentässä aaltokoroisen tyviön yläpuolella tervahöyry; kaikki hopeaa.,Olof Eriksson,1959-05-20
Taivalkoski,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Taivalkoski.vaakuna.svg/75px-Taivalkoski.vaakuna.svg.png,"Punaisessa kentässä justeerisaha, tämän yläpuolella kuusikoroinen lakio; kaikki hopeaa.",Kaj Kajander,1959-09-02
Taivassalo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Taivassalo_vaakuna.svg/120px-Taivassalo_vaakuna.svg.png,"Punaisessa kentässä kultainen yksimastoinen purjealus, jonka purjeessa punainen Mantovan risti.",Olof Eriksson,1954-02-11
Tammela,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Tammela.vaakuna.svg/75px-Tammela.vaakuna.svg.png,"Punaisessa kentässä kolme tammenlehteä, joiden varret yhtyvät haaruristiksi, varsien yhtymäkohdasta versoaa kummallekin sivulle terho; kaikki hopeaa.",Gustaf von Numers,1953-12-29
Tampere,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Tampere.vaakuna.svg/120px-Tampere.vaakuna.svg.png,"Punaisessa kentässä aaltokoroinen vastapalkki, jonka yläpuolella saatteena paaluttainen vasara ja alapuolella paaluttainen Merkuriuksen sauva; kaikki kultaa.",Olof Eriksson(vanhan vaakunan pohjalta),1960-06-16
Tervo,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Tervo.vaakuna.svg/75px-Tervo.vaakuna.svg.png,Sinisessä kentässä kultakyljet ja viisi kultaista irtoriukua asetettuina 2:1:2.,Gustaf von Numers,1963-09-19
Tervola,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tervola.vaakuna.svg/75px-Tervola.vaakuna.svg.png,"Punaisessa kentässä kokonaan hopeinen kävelevä kurki, nokassaan hirsittäinen kultasipuli.",Ahti Hammar,1957-02-15
Teuva,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Teuva.vaakuna.svg/75px-Teuva.vaakuna.svg.png,Sinisessä kentässä kaksi hopeista varstaa ristikkäin.,Ahti Hammar,1953-04-20
Tohmajärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Tohmaj%C3%A4rvi.vaakuna.svg/75px-Tohmaj%C3%A4rvi.vaakuna.svg.png,"Hopeakentässä musta alasin, josta nousee punainen lieska.",Olof Eriksson,2005-01-01
Toholampi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Toholampi.vaakuna.svg/75px-Toholampi.vaakuna.svg.png,"Hopeakentässä alainen, musta, yläpuoleltaan oksakoroinen polviorsi; kustakin sakarasta nousee punainen tulenlieska.",Gustaf von Numers,1952-05-28
